gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
2265-d,1459897676151.0,24,close,distr2,114,1,50,1,1,target,39,19,50,2,3,distr1,180,6,50,3,2,18,13,7,False,1459897673285.0,speaker,gray,119.0,0.0,1,4,4.0,1.0,human
2265-d,1459897683440.0,25,far,target,16,97,50,1,3,distr1,312,42,50,2,1,distr2,112,94,50,3,2,40,78,95,True,1459897681661.0,speaker,red,119.0,1.0,1,3,3.0,1.0,human
2265-d,1459897696983.0,26,close,target,293,36,50,2,3,distr1,244,12,50,3,1,distr2,327,11,50,1,2,17,18,11,True,1459897694245.0,speaker,brightest color,119.0,1.0,2,14,14.0,2.0,human
2265-d,1459897717383.0,27,close,target,158,58,50,1,2,distr2,163,87,50,2,3,distr1,134,95,50,3,1,19,8,16,True,1459897712628.0,speaker,darker green-ish blue,119.0,1.0,3,18,18.0,4.0,human
2265-d,1459897725367.0,28,far,target,118,64,50,1,1,distr1,251,87,50,3,3,distr2,195,47,50,2,2,75,46,36,True,1459897723788.0,speaker,green,119.0,1.0,1,5,5.0,1.0,human
2265-d,1459897739838.0,29,close,target,246,78,50,3,3,distr1,242,46,50,2,2,distr2,226,49,50,1,1,9,16,9,True,1459897737588.0,speaker,normal bright blue,119.0,1.0,3,16,16.0,3.0,human
2265-d,1459897751407.0,30,far,target,192,94,50,1,3,distr2,326,25,50,3,1,distr1,167,47,50,2,2,25,57,51,True,1459897749428.0,speaker,light blue,119.0,1.0,2,9,9.0,2.0,human
2265-d,1459897759791.0,31,far,target,287,43,50,2,2,distr2,263,6,50,1,1,distr1,38,60,50,3,3,59,22,36,True,1459897758348.0,speaker,purple,119.0,1.0,1,6,6.0,1.0,human
2265-d,1459897772214.0,32,far,target,162,9,50,2,2,distr2,137,73,50,1,3,distr1,320,7,50,3,1,24,31,52,True,1459897766484.0,speaker,gray,119.0,1.0,1,4,4.0,1.0,human
2265-d,1459897779678.0,33,far,target,222,36,50,1,2,distr2,6,76,50,3,3,distr1,332,81,50,2,1,37,43,24,True,1459897778564.0,speaker,blue,119.0,1.0,1,4,4.0,1.0,human
2265-d,1459897801350.0,34,split,target,152,2,50,3,3,distr1,128,10,50,1,2,distr2,255,73,50,2,1,13,38,46,True,1459897797924.0,speaker,choose a gray. let's see what happens,119.0,1.0,7,30,20.0,4.0,human
2265-d,1459897821086.0,35,close,target,226,22,50,1,3,distr2,226,53,50,3,2,distr1,262,47,50,2,1,16,11,13,True,1459897819030.0,speaker,not bright blue,119.0,1.0,3,13,10.0,2.0,human
2265-d,1459897835821.0,36,split,target,135,69,50,1,3,distr2,47,84,50,2,2,distr1,147,45,50,3,1,12,34,35,True,1459897833310.0,speaker,"green, the brighter one",119.0,1.0,4,19,16.0,3.0,human
2265-d,1459897846422.0,37,split,target,163,34,50,3,2,distr2,34,93,50,1,1,distr1,181,49,50,2,3,12,45,47,True,1459897843835.0,speaker,boring blue,119.0,1.0,2,10,10.0,2.0,human
2265-d,1459897860198.0,38,far,target,262,50,50,3,3,distr2,134,0,50,2,2,distr1,47,91,50,1,1,77,31,36,True,1459897854939.0,speaker,bright blue,119.0,1.0,2,10,10.0,2.0,human
2265-d,1459897870934.0,39,far,target,118,1,50,1,1,distr2,21,86,50,2,2,distr1,69,98,50,3,3,42,30,58,True,1459897867851.0,speaker,blue gray,119.0,1.0,2,8,8.0,2.0,human
2265-d,1459897919476.0,40,close,distr1,117,5,50,3,1,distr2,34,0,50,2,2,target,11,9,50,1,3,19,9,9,False,1459897908256.0,speaker,just pick anything ~ it's all gray to me so I can't really tell,119.0,0.0,10,33,14.0,3.0,human
2265-d,1459897928861.0,41,close,target,167,41,50,1,2,distr2,151,21,50,3,1,distr1,90,23,50,2,3,17,9,11,True,1459897927179.0,speaker,"blue, light one",119.0,1.0,3,12,12.0,3.0,human
2265-d,1459897936508.0,42,far,target,285,31,50,2,2,distr1,323,2,50,1,1,distr2,345,49,50,3,3,23,21,24,True,1459897935195.0,speaker,purple,119.0,1.0,1,6,6.0,1.0,human
2265-d,1459897943764.0,43,split,target,74,90,50,3,2,distr2,151,7,50,2,3,distr1,65,99,50,1,1,7,38,41,True,1459897941741.0,speaker,green,119.0,1.0,1,5,5.0,1.0,human
2265-d,1459897950286.0,44,split,distr1,357,52,50,1,2,target,12,62,50,2,3,distr2,120,32,50,3,1,12,58,65,False,1459897948665.0,speaker,red,119.0,0.0,1,3,3.0,1.0,human
2265-d,1459897959076.0,45,close,target,226,86,50,1,3,distr2,264,40,50,2,2,distr1,205,21,50,3,1,19,13,18,True,1459897957385.0,speaker,brightest blue,119.0,1.0,2,13,13.0,2.0,human
2265-d,1459897967428.0,46,close,target,109,73,50,2,3,distr1,154,73,50,3,2,distr2,99,46,50,1,1,13,10,14,True,1459897965600.0,speaker,light green,119.0,1.0,2,10,10.0,2.0,human
2265-d,1459897982292.0,47,split,distr1,20,3,50,1,2,distr2,295,96,50,3,3,target,357,8,50,2,1,8,31,33,False,1459897974541.0,speaker,boring blue,119.0,0.0,2,10,10.0,2.0,human
2265-d,1459897992819.0,48,close,distr1,146,83,50,3,1,distr2,76,64,50,2,3,target,87,73,50,1,2,13,5,17,False,1459897989956.0,speaker,lightest green,119.0,0.0,2,13,13.0,2.0,human
2265-d,1459898004268.0,49,close,target,5,89,50,2,2,distr1,10,64,50,1,1,distr2,17,38,50,3,3,6,15,10,True,1459898000267.0,speaker,blood red,119.0,1.0,2,8,8.0,2.0,human
2265-d,1459898014851.0,50,close,target,212,13,50,3,1,distr1,2,9,50,1,2,distr2,18,10,50,2,3,19,18,5,True,1459898011874.0,speaker,brightest blue,119.0,1.0,2,13,13.0,2.0,human
8358-9,1459897945688.0,1,split,target,342,44,50,1,2,distr1,333,63,50,3,1,distr2,171,63,50,2,3,6,69,67,True,1459897931900.0,speaker,Hello ~ darkest one,148.0,1.0,2,10,10.0,2.0,human
8358-9,1459897961695.0,2,split,target,308,73,50,2,3,distr2,243,4,50,1,1,distr1,271,94,50,3,2,19,28,31,True,1459897959370.0,speaker,brightest,148.0,1.0,1,9,9.0,1.0,human
8358-9,1459897983124.0,3,split,target,212,5,50,1,3,distr2,24,56,50,3,1,distr1,212,58,50,2,2,18,29,46,True,1459897979365.0,speaker,darkest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459897997135.0,4,close,target,106,51,50,2,2,distr2,146,47,50,1,3,distr1,157,30,50,3,1,19,10,10,True,1459897995305.0,speaker,most vibrant,148.0,1.0,2,11,7.0,1.0,human
8358-9,1459898006874.0,5,split,target,294,49,50,2,2,distr2,182,80,50,1,1,distr1,303,63,50,3,3,5,56,58,True,1459898003769.0,speaker,darkest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898020717.0,6,far,distr2,50,32,50,2,1,target,205,94,50,1,3,distr1,271,51,50,3,2,36,56,63,False,1459898015881.0,speaker,lightest,148.0,0.0,1,8,8.0,1.0,human
8358-9,1459898037705.0,7,split,target,77,92,50,1,2,distr2,268,84,50,2,1,distr1,108,47,50,3,3,18,104,66,True,1459898034475.0,speaker,most vibrant,148.0,1.0,2,11,7.0,1.0,human
8358-9,1459898078060.0,8,close,distr2,75,82,50,2,3,distr1,72,43,50,1,1,target,144,81,50,3,2,19,17,13,False,1459898066017.0,speaker,tiffany color,148.0,0.0,2,12,12.0,2.0,human
8358-9,1459898096674.0,9,close,target,230,11,50,2,2,distr1,181,9,50,3,3,distr2,108,4,50,1,1,17,18,7,True,1459898088680.0,speaker,not like the others,148.0,1.0,4,16,10.0,2.0,human
8358-9,1459898117291.0,10,close,target,210,7,50,2,1,distr1,26,18,50,1,2,distr2,49,2,50,3,3,18,8,12,True,1459898114240.0,speaker,bluest of all,148.0,1.0,3,11,6.0,1.0,human
8358-9,1459898131839.0,11,far,target,19,28,50,3,2,distr1,240,22,50,1,1,distr2,298,96,50,2,3,32,39,29,True,1459898128534.0,speaker,dirt,148.0,1.0,1,4,4.0,1.0,human
8358-9,1459898149042.0,12,split,target,25,16,50,2,3,distr2,72,81,50,1,2,distr1,236,6,50,3,1,17,39,49,True,1459898146232.0,speaker,dirt,148.0,1.0,1,4,4.0,1.0,human
8358-9,1459898160949.0,13,close,target,350,16,50,3,1,distr1,313,26,50,2,2,distr2,340,51,50,1,3,14,15,13,True,1459898157943.0,speaker,dirt,148.0,1.0,1,4,4.0,1.0,human
8358-9,1459898190379.0,14,split,target,145,37,50,3,1,distr1,105,7,50,1,2,distr2,314,92,50,2,3,19,82,49,True,1459898187784.0,speaker,grass,148.0,1.0,1,5,5.0,1.0,human
8358-9,1459898203797.0,15,split,target,114,37,50,3,1,distr2,23,67,50,2,2,distr1,146,27,50,1,3,11,51,46,True,1459898198447.0,speaker,grass,148.0,1.0,1,5,5.0,1.0,human
8358-9,1459898220308.0,16,far,target,184,97,50,3,1,distr2,286,78,50,2,2,distr1,348,28,50,1,3,72,56,26,True,1459898212800.0,speaker,vibrant,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898249088.0,17,close,target,97,0,50,3,1,distr1,52,5,50,2,3,distr2,165,9,50,1,2,6,11,11,True,1459898244992.0,speaker,most gray,148.0,1.0,2,8,4.0,1.0,human
8358-9,1459898265547.0,18,split,target,8,48,50,3,1,distr1,14,25,50,2,2,distr2,212,62,50,1,3,11,42,36,True,1459898258758.0,speaker,clay,148.0,1.0,1,4,4.0,1.0,human
8358-9,1459898275172.0,19,split,target,222,3,50,3,1,distr2,245,63,50,1,2,distr1,353,5,50,2,3,8,30,35,True,1459898273030.0,speaker,most gray,148.0,1.0,2,8,4.0,1.0,human
8358-9,1459898310181.0,20,far,target,336,51,50,3,1,distr2,350,7,50,1,3,distr1,110,70,50,2,2,86,21,47,True,1459898305247.0,speaker,flowers,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898333668.0,21,split,target,149,67,50,1,1,distr2,9,83,50,2,3,distr1,111,77,50,3,2,12,74,78,True,1459898328876.0,speaker,least vibrant,148.0,1.0,2,12,12.0,2.0,human
8358-9,1459898345813.0,22,far,target,82,76,50,2,1,distr2,275,70,50,1,2,distr1,222,8,50,3,3,47,99,25,True,1459898343333.0,speaker,neon,148.0,1.0,1,4,4.0,1.0,human
8358-9,1459898379475.0,23,far,target,319,17,50,3,2,distr1,180,62,50,2,1,distr2,213,24,50,1,3,53,24,30,True,1459898369757.0,speaker,not darkest not lightest,148.0,1.0,4,21,15.0,2.0,human
8358-9,1459898405335.0,24,close,target,228,49,50,3,3,distr2,220,12,50,1,2,distr1,266,41,50,2,1,13,17,18,True,1459898402532.0,speaker,sky,148.0,1.0,1,3,3.0,1.0,human
8358-9,1459898422795.0,25,far,target,140,65,50,2,2,distr1,336,78,50,1,1,distr2,165,13,50,3,3,88,27,49,True,1459898417291.0,speaker,2nd most vibrant,148.0,1.0,3,13,9.0,2.0,human
8358-9,1459898438545.0,26,close,target,137,43,50,1,2,distr1,147,59,50,2,1,distr2,79,70,50,3,3,5,18,18,True,1459898431810.0,speaker,darker of the two,148.0,1.0,4,14,9.0,2.0,human
8358-9,1459898452380.0,27,split,target,183,76,50,2,3,distr2,102,56,50,3,1,distr1,188,57,50,1,2,10,35,39,True,1459898445746.0,speaker,lighter of the two,148.0,1.0,4,15,10.0,2.0,human
8358-9,1459898478807.0,28,far,target,318,84,50,2,1,distr2,62,66,50,3,2,distr1,122,78,50,1,3,101,81,21,True,1459898471186.0,speaker,unlike the others,148.0,1.0,3,15,12.0,2.0,human
8358-9,1459898494346.0,29,close,target,181,48,50,1,1,distr2,175,20,50,2,3,distr1,168,39,50,3,2,9,11,10,True,1459898488856.0,speaker,lightest,148.0,1.0,1,8,8.0,1.0,human
8358-9,1459898520834.0,30,split,target,330,23,50,2,2,distr1,295,7,50,3,3,distr2,144,6,50,1,1,12,35,21,True,1459898506067.0,speaker,brightest,148.0,1.0,1,9,9.0,1.0,human
8358-9,1459898533005.0,31,far,target,338,12,50,1,2,distr2,169,59,50,2,3,distr1,265,33,50,3,1,21,52,50,True,1459898528011.0,speaker,darkest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898548123.0,32,close,target,297,21,50,2,3,distr2,327,69,50,3,1,distr1,309,58,50,1,2,12,15,9,True,1459898542393.0,speaker,not like the others,148.0,1.0,4,16,10.0,2.0,human
8358-9,1459898559096.0,33,far,target,69,99,50,3,2,distr2,203,91,50,1,1,distr1,44,72,50,2,3,26,73,55,True,1459898556001.0,speaker,most vibrant,148.0,1.0,2,11,7.0,1.0,human
8358-9,1459898572137.0,34,close,target,139,41,50,3,2,distr2,123,25,50,2,3,distr1,158,35,50,1,1,9,7,9,True,1459898569988.0,speaker,grass,148.0,1.0,1,5,5.0,1.0,human
8358-9,1459898595615.0,35,close,target,239,35,50,2,1,distr1,279,82,50,1,3,distr2,249,29,50,3,2,17,5,17,True,1459898585937.0,speaker,sky,148.0,1.0,1,3,3.0,1.0,human
8358-9,1459898611105.0,36,far,distr1,131,73,50,1,3,distr2,57,7,50,3,1,target,351,89,50,2,2,85,36,32,False,1459898605940.0,speaker,most vibrant,148.0,0.0,2,11,7.0,1.0,human
8358-9,1459898628356.0,37,close,target,328,14,50,2,2,distr1,270,33,50,3,3,distr2,292,34,50,1,1,18,16,7,True,1459898625144.0,speaker,darkest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898657681.0,38,close,target,138,14,50,2,1,distr1,65,18,50,3,2,distr2,117,42,50,1,3,13,19,18,True,1459898650752.0,speaker,bluest,148.0,1.0,1,6,6.0,1.0,human
8358-9,1459898677605.0,39,far,target,358,83,50,2,2,distr1,299,82,50,3,3,distr2,57,35,50,1,1,39,48,71,True,1459898672526.0,speaker,mad ~ bulls,148.0,1.0,1,5,5.0,1.0,human
8358-9,1459898697064.0,40,split,target,354,30,50,1,2,distr1,333,46,50,2,1,distr2,220,55,50,3,3,11,34,33,True,1459898688447.0,speaker,darkest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898707618.0,41,far,target,212,66,50,3,1,distr1,114,94,50,1,2,distr2,256,85,50,2,3,68,27,80,True,1459898703761.0,speaker,sky,148.0,1.0,1,3,3.0,1.0,human
8358-9,1459898721010.0,42,split,target,222,2,50,1,2,distr1,229,16,50,2,1,distr2,343,33,50,3,3,13,24,25,True,1459898716711.0,speaker,grayest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898742939.0,43,close,target,357,25,50,3,1,distr1,278,17,50,2,3,distr2,328,19,50,1,2,18,10,10,True,1459898733549.0,speaker,clay-ish,148.0,1.0,1,7,7.0,2.0,human
8358-9,1459898757669.0,44,far,target,116,44,50,2,2,distr2,93,0,50,1,1,distr1,31,89,50,3,3,50,30,31,True,1459898753752.0,speaker,watermelons,148.0,1.0,1,11,11.0,1.0,human
8358-9,1459898770896.0,45,far,target,171,13,50,1,3,distr1,225,57,50,3,2,distr2,23,48,50,2,1,33,34,47,True,1459898766352.0,speaker,grayets,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898784737.0,46,split,target,161,90,50,2,3,distr1,103,58,50,1,2,distr2,256,76,50,3,1,17,70,73,True,1459898777678.0,speaker,vibrant,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898794321.0,47,split,target,106,26,50,1,3,distr2,25,46,50,2,1,distr1,162,12,50,3,2,17,37,32,True,1459898792374.0,speaker,grass,148.0,1.0,1,5,5.0,1.0,human
8358-9,1459898808505.0,48,far,target,162,54,50,2,1,distr1,332,70,50,3,3,distr2,113,77,50,1,2,79,21,94,True,1459898805928.0,speaker,sky,148.0,1.0,1,3,3.0,1.0,human
8358-9,1459898820932.0,49,close,target,245,13,50,3,1,distr2,276,34,50,2,2,distr1,235,40,50,1,3,15,14,13,True,1459898819700.0,speaker,grayets ~ grayest,148.0,1.0,1,7,7.0,1.0,human
8358-9,1459898910309.0,50,far,target,16,85,50,1,3,distr2,260,99,50,3,2,distr1,130,78,50,2,1,73,54,75,True,1459898907579.0,speaker,you wouldnt paint your house this color ~ mangos ~ haha ~ thanks. good guesses,148.0,1.0,3,17,17.0,3.0,human
5568-1,1459898652336.0,1,split,target,18,25,50,2,2,distr1,10,51,50,3,3,distr2,149,21,50,1,1,13,35,48,True,1459898640143.0,speaker,hello ~ the medium one? ~ one of thr two that are the same ~ yeah,110.0,1.0,1,4,4.0,1.0,human
5568-1,1459898701542.0,2,far,target,15,51,50,2,3,distr2,93,55,50,1,2,distr1,341,29,50,3,1,21,57,65,True,1459898699109.0,speaker,the color a apples ~ I don't think so ~ yep,110.0,1.0,1,3,3.0,1.0,human
5568-1,1459898731811.0,3,close,target,312,87,50,2,3,distr1,297,87,50,3,1,distr2,287,24,50,1,2,7,17,18,True,1459898716011.0,speaker,The hot color,110.0,1.0,3,11,8.0,2.0,human
5568-1,1459898761521.0,4,close,distr2,97,45,50,1,2,target,113,72,50,3,3,distr1,118,91,50,2,1,5,10,15,False,1459898758110.0,speaker,the middle shade,110.0,0.0,3,14,11.0,2.0,human
5568-1,1459898823609.0,5,split,target,112,5,50,1,2,distr2,133,45,50,2,3,distr1,3,7,50,3,1,18,23,38,True,1459898795006.0,speaker,the darker one,110.0,1.0,3,12,9.0,2.0,human
5568-1,1459898837094.0,6,far,target,207,73,50,3,3,distr2,64,48,50,1,2,distr1,315,0,50,2,1,24,64,31,True,1459898835496.0,speaker,color of the sky,110.0,1.0,4,13,8.0,2.0,human
5568-1,1459898858006.0,7,split,target,282,68,50,1,3,distr1,293,91,50,3,1,distr2,191,44,50,2,2,10,38,38,True,1459898855157.0,speaker,barney the dinosour,110.0,1.0,3,17,14.0,2.0,human
5568-1,1459898896549.0,8,split,target,313,84,50,2,3,distr2,51,99,50,3,2,distr1,301,46,50,1,1,8,79,77,True,1459898892341.0,speaker,blue is for baby boys this one is for baby girls,110.0,1.0,11,38,24.0,6.0,human
5568-1,1459898912345.0,9,split,target,225,57,50,3,2,distr1,278,48,50,2,1,distr2,5,93,50,1,3,18,48,43,True,1459898910801.0,speaker,the color for baby boys,110.0,1.0,5,19,13.0,3.0,human
5568-1,1459898929552.0,10,close,distr2,276,90,50,1,1,distr1,272,39,50,2,3,target,288,57,50,3,2,8,8,11,False,1459898926607.0,speaker,the brighter shade,110.0,0.0,3,16,13.0,2.0,human
5568-1,1459898947022.0,11,far,target,81,27,50,1,1,distr1,324,61,50,3,3,distr2,256,91,50,2,2,65,79,28,True,1459898944648.0,speaker,the color of grass,110.0,1.0,4,15,10.0,2.0,human
5568-1,1459898980526.0,12,split,target,191,42,50,3,1,distr1,165,24,50,1,3,distr2,136,55,50,2,2,14,36,21,True,1459898969009.0,speaker,the lighter shade of the sky,110.0,1.0,6,23,15.0,3.0,human
5568-1,1459899007134.0,13,split,target,266,21,50,1,2,distr2,70,9,50,2,3,distr1,351,20,50,3,1,18,38,32,True,1459899004939.0,speaker,the fruit plum,110.0,1.0,3,12,9.0,2.0,human
5568-1,1459899031975.0,14,close,target,277,79,50,2,2,distr2,268,24,50,3,3,distr1,315,69,50,1,1,17,17,19,True,1459899028706.0,speaker,the brighter of the two that are the same,110.0,1.0,9,33,11.0,2.0,human
5568-1,1459899046908.0,15,far,target,33,84,50,1,3,distr2,164,10,50,3,1,distr1,146,74,50,2,2,52,36,29,True,1459899044267.0,speaker,pumkins,110.0,1.0,1,7,7.0,1.0,human
5568-1,1459899101350.0,16,close,distr2,322,43,50,2,1,distr1,297,31,50,1,3,target,259,31,50,3,2,12,18,8,False,1459899096091.0,speaker,IDK ~ The brightre of the two that are the same,110.0,0.0,9,33,11.0,2.0,human
5568-1,1459899122370.0,17,split,target,259,45,50,1,3,distr2,328,76,50,2,1,distr1,218,47,50,3,2,18,26,38,True,1459899120145.0,speaker,grapes,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899147843.0,18,close,target,194,5,50,1,2,distr1,215,14,50,3,1,distr2,233,13,50,2,3,8,14,8,True,1459899145748.0,speaker,lighter one,110.0,1.0,2,10,10.0,2.0,human
5568-1,1459899155923.0,19,far,target,235,40,50,1,1,distr1,346,47,50,2,3,distr2,307,85,50,3,2,32,29,23,True,1459899154254.0,speaker,sky,110.0,1.0,1,3,3.0,1.0,human
5568-1,1459899195752.0,20,split,target,347,16,50,3,1,distr2,156,73,50,1,3,distr1,10,31,50,2,2,11,57,59,True,1459899194011.0,speaker,other,110.0,1.0,1,5,,,human
5568-1,1459899216195.0,21,close,distr1,227,99,50,1,3,target,251,60,50,2,2,distr2,261,41,50,3,1,6,9,13,False,1459899207608.0,speaker,middle shade,110.0,0.0,2,11,11.0,2.0,human
5568-1,1459899225339.0,22,far,target,91,34,50,3,3,distr2,348,19,50,2,1,distr1,9,92,50,1,2,59,47,26,True,1459899223272.0,speaker,grass,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899240370.0,23,split,distr1,16,7,50,3,2,distr2,224,56,50,2,3,target,333,13,50,1,1,13,27,31,False,1459899235102.0,speaker,lighter,110.0,0.0,1,7,7.0,1.0,human
5568-1,1459899253057.0,24,close,target,289,24,50,3,1,distr2,332,72,50,1,2,distr1,0,22,50,2,3,19,18,17,True,1459899250558.0,speaker,plums,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899265829.0,25,split,target,19,99,50,2,2,distr2,287,99,50,1,1,distr1,2,89,50,3,3,10,49,44,True,1459899261902.0,speaker,pumpkin,110.0,1.0,1,7,7.0,1.0,human
5568-1,1459899279118.0,26,far,target,33,37,50,2,1,distr2,161,37,50,1,3,distr1,239,37,50,3,2,49,34,47,True,1459899277406.0,speaker,tree bark,110.0,1.0,2,8,8.0,2.0,human
5568-1,1459899300715.0,27,close,target,105,8,50,3,2,distr2,178,11,50,2,3,distr1,194,13,50,1,1,13,9,5,True,1459899294216.0,speaker,other,110.0,1.0,1,5,,,human
5568-1,1459899319238.0,28,far,target,252,17,50,2,3,distr2,106,6,50,1,2,distr1,102,57,50,3,1,52,27,27,True,1459899317505.0,speaker,grapes,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899326633.0,29,far,target,211,73,50,1,3,distr2,338,0,50,3,1,distr1,304,78,50,2,2,38,25,31,True,1459899325557.0,speaker,sky,110.0,1.0,1,3,3.0,1.0,human
5568-1,1459899339484.0,30,close,target,254,2,50,3,3,distr2,193,14,50,2,1,distr1,95,11,50,1,2,18,11,16,True,1459899337131.0,speaker,stormy,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899349900.0,31,close,target,1,49,50,1,2,distr1,339,27,50,2,1,distr2,351,42,50,3,3,16,8,9,True,1459899348491.0,speaker,firetruck,110.0,1.0,1,9,9.0,1.0,human
5568-1,1459899360851.0,32,far,target,63,15,50,3,3,distr1,109,73,50,1,1,distr2,219,50,50,2,2,27,46,65,True,1459899358008.0,speaker,stormy,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899369952.0,33,far,target,30,97,50,2,1,distr2,198,57,50,3,2,distr1,96,92,50,1,3,58,52,57,True,1459899368744.0,speaker,pumpkins,110.0,1.0,1,8,8.0,1.0,human
5568-1,1459899393377.0,34,split,target,140,42,50,3,1,distr2,10,81,50,2,2,distr1,155,58,50,1,3,7,67,70,True,1459899390213.0,speaker,darker shade...grass,110.0,1.0,2,16,16.0,3.0,human
5568-1,1459899402173.0,35,far,target,140,54,50,3,2,distr1,27,25,50,1,3,distr2,249,19,50,2,1,39,49,32,True,1459899400478.0,speaker,grass,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899426407.0,36,close,target,296,35,50,1,3,distr2,285,28,50,3,1,distr1,304,26,50,2,2,5,5,5,True,1459899417886.0,speaker,brighter shade,110.0,1.0,2,13,13.0,2.0,human
5568-1,1459899436052.0,37,far,target,130,70,50,1,2,distr1,350,88,50,3,3,distr2,53,23,50,2,1,85,27,43,True,1459899432904.0,speaker,grass,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899455922.0,38,split,target,75,32,50,3,1,distr2,263,97,50,1,3,distr1,126,46,50,2,2,13,82,66,True,1459899452024.0,speaker,dimmer...grass,110.0,1.0,1,11,11.0,2.0,human
5568-1,1459899484771.0,39,close,target,275,43,50,3,2,distr2,240,82,50,2,3,distr1,249,36,50,1,1,9,17,15,True,1459899478750.0,speaker,brighter...grass ~ grapes ~ sorry,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899492733.0,40,far,target,116,64,50,3,3,distr1,358,70,50,2,1,distr2,208,39,50,1,2,80,54,47,True,1459899491288.0,speaker,grass,110.0,1.0,1,5,5.0,1.0,human
5568-1,1459899504277.0,41,close,target,299,60,50,2,1,distr1,300,28,50,1,3,distr2,271,44,50,3,2,10,13,12,True,1459899501957.0,speaker,baby girl,110.0,1.0,2,8,8.0,2.0,human
5568-1,1459899514478.0,42,split,target,322,51,50,3,3,distr1,303,23,50,2,1,distr2,140,30,50,1,2,10,70,43,True,1459899512936.0,speaker,baby girl,110.0,1.0,2,8,8.0,2.0,human
5568-1,1459899525593.0,43,split,target,137,73,50,1,2,distr2,327,60,50,3,3,distr1,110,69,50,2,1,5,91,91,True,1459899523998.0,speaker,dimmer...grass,110.0,1.0,1,11,11.0,2.0,human
5568-1,1459899548032.0,44,split,distr1,257,8,50,1,1,distr2,232,48,50,2,3,target,48,7,50,3,2,19,39,22,False,1459899545979.0,speaker,stormy ~ darker shade,110.0,0.0,2,11,11.0,2.0,human
5568-1,1459899566277.0,45,far,target,70,69,50,1,1,distr1,22,48,50,3,3,distr2,264,65,50,2,2,44,93,49,True,1459899563224.0,speaker,corn,110.0,1.0,1,4,4.0,1.0,human
5568-1,1459899575520.0,46,far,target,325,0,50,3,2,distr2,269,37,50,2,1,distr1,82,97,50,1,3,42,27,90,True,1459899574055.0,speaker,stormy,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899592608.0,47,split,target,68,26,50,2,1,distr1,133,34,50,3,2,distr2,285,3,50,1,3,14,30,31,True,1459899590350.0,speaker,dimmer...grass,110.0,1.0,1,11,11.0,2.0,human
5568-1,1459899601192.0,48,far,target,280,56,50,3,2,distr1,85,98,50,1,3,distr2,45,12,50,2,1,101,45,37,True,1459899599508.0,speaker,grapes,110.0,1.0,1,6,6.0,1.0,human
5568-1,1459899622137.0,49,close,target,161,6,50,1,1,distr2,145,1,50,2,2,distr1,32,10,50,3,3,13,7,8,True,1459899613073.0,speaker,brighter shade,110.0,1.0,2,13,13.0,2.0,human
5568-1,1459899640945.0,50,close,target,93,55,50,1,3,distr1,154,58,50,3,2,distr2,89,78,50,2,1,15,7,19,True,1459899638791.0,speaker,dimmer grass,110.0,1.0,2,11,11.0,2.0,human
1593-2,1459898666922.0,1,far,target,172,50,50,1,2,distr1,305,1,50,3,1,distr2,210,71,50,2,3,32,36,26,True,1459898663278.0,speaker,the target is greenish,76.0,1.0,4,19,14.0,2.0,human
1593-2,1459898675444.0,2,split,target,323,91,50,3,2,distr1,288,29,50,2,1,distr2,28,94,50,1,3,18,45,48,True,1459898673106.0,speaker,pink,76.0,1.0,1,4,4.0,1.0,human
1593-2,1459898692817.0,3,close,target,125,34,50,2,1,distr2,143,73,50,1,2,distr1,126,77,50,3,3,16,13,6,True,1459898687891.0,speaker,darker duller green,76.0,1.0,3,17,17.0,3.0,human
1593-2,1459898700442.0,4,split,distr1,40,14,50,1,2,target,145,6,50,2,3,distr2,336,23,50,3,1,12,35,29,False,1459898698512.0,speaker,grey,76.0,0.0,1,4,4.0,1.0,human
